ID,Pipeline_Name,Start_Time,End_Time,Source_System,Destination_System,Number_of_Records,Processing Time (seconds),CPU Usage (%),Memory Usage (MB),Status,Status_Message
205f4095-f997-4af3-ad24-3155ca37928e,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:29,nfl.com,RAW,0,7.97,0.00,81.70,Failure,'Error executing pineline: Invalid category provided: tackles'
e77c603c-2c2a-42bd-b855-c29711017a3c,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:30,nfl.com,RAW,0,8.26,0.00,81.70,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 1996"
6bb77795-d9fc-44d5-9e8e-f3e0c3b7c534,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:30,nfl.com,RAW,0,8.26,33.60,81.70,Failure,'Error executing pineline: Invalid category provided: tackles'
8381afe2-eed4-4d7c-a0fd-3e58d4383904,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:30,nfl.com,RAW,0,8.27,0.00,81.70,Failure,'Error executing pineline: Invalid category provided: tackles'
c5204341-10e3-494d-9ae0-cfd0041efc37,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:30,nfl.com,RAW,0,8.53,50.00,81.70,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 1997"
cdc5e026-49af-4aab-8565-c5ee1c6f2d89,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:30,nfl.com,RAW,0,8.53,47.80,81.70,Failure,'Error executing pineline: Invalid category provided: tackles'
0df843d0-1c38-42e0-9b7e-497e04bc58a8,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:30,nfl.com,RAW,0,8.53,0.00,81.70,Failure,'Error executing pineline: Invalid category provided: tackles'
276e5c74-2783-4624-9786-ab43f37edbb9,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:30,nfl.com,RAW,0,8.80,50.00,81.70,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 1998"
26eded5e-5132-4963-911b-390cb365e6a7,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:30,nfl.com,RAW,0,8.80,34.60,81.70,Failure,'Error executing pineline: Invalid category provided: tackles'
71e47081-6062-4fbd-9be6-9c5f26c57ab6,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:30,nfl.com,RAW,0,8.80,0.00,81.70,Failure,'Error executing pineline: Invalid category provided: tackles'
bc13ce70-2fe4-4002-91b4-a6e166243a8a,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:31,nfl.com,RAW,0,9.12,100.00,81.70,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 1999"
8fa5b910-eb06-4f5c-931d-933e25b58e4a,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:31,nfl.com,RAW,0,9.12,29.50,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
c6451abd-eb2a-40cb-938f-03e9441c8d24,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:31,nfl.com,RAW,0,9.12,0.00,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
af20acaa-ad88-4241-97ec-d45ed82072d1,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:31,nfl.com,RAW,0,9.39,0.00,81.80,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 2000"
cbd36014-e3a3-4b6b-9c26-39a099b7bccf,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:31,nfl.com,RAW,0,9.39,45.50,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
f6e80175-376c-4019-8e14-cdb8ad019728,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:31,nfl.com,RAW,0,9.39,100.00,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
e4b25938-a79e-4fdd-ae5b-cbd8d9ac7873,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:31,nfl.com,RAW,0,9.69,0.00,81.80,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 2001"
7eca79d2-8d95-4244-92fb-658d9d3743ff,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:31,nfl.com,RAW,0,9.69,33.60,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
ac73a846-01a6-4603-84fd-862458bf4be7,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:31,nfl.com,RAW,0,9.69,0.00,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
1634ec77-216e-4eec-a1f3-ee4ab7f20a99,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:31,nfl.com,RAW,0,10.00,0.00,81.80,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 2002"
e7cd2f3f-cb52-415c-a857-2ba57203a348,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:31,nfl.com,RAW,0,10.01,32.90,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
f22b453e-aaae-4af7-8de5-7853f8b57b17,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:31,nfl.com,RAW,0,10.01,0.00,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
95db20e0-a29a-4eea-ab96-2ee1c2ca96e1,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:32,nfl.com,RAW,0,10.30,0.00,81.80,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 2003"
31eef64d-a8ed-4c47-8d8d-d81aedff85c2,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:32,nfl.com,RAW,0,10.30,27.80,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
65c35b3a-78b7-4f8e-845b-01ab9e7eddc7,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:32,nfl.com,RAW,0,10.30,100.00,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
69f5bd59-503e-4a1b-95cb-729ab7b5c275,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:32,nfl.com,RAW,0,10.62,0.00,81.80,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 2004"
1594f54c-fe9e-4af9-823f-498c05d82cb9,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:32,nfl.com,RAW,0,10.63,33.50,81.70,Failure,'Error executing pineline: Invalid category provided: tackles'
bc3a65e7-1ddb-4921-b955-efe246b695a4,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:32,nfl.com,RAW,0,10.63,0.00,81.70,Failure,'Error executing pineline: Invalid category provided: tackles'
64173159-9179-40ad-bc12-e9579b13dc51,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:32,nfl.com,RAW,0,10.91,50.00,81.70,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 2005"
8e4b10f8-56d0-48a5-87b2-3fb46a3c51b2,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:32,nfl.com,RAW,0,10.91,27.80,81.70,Failure,'Error executing pineline: Invalid category provided: tackles'
8cccef3b-2849-4963-92f2-3fcbc106ec84,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:32,nfl.com,RAW,0,10.91,0.00,81.70,Failure,'Error executing pineline: Invalid category provided: tackles'
682608a6-7fe8-4f8e-8028-a629dac7fcd3,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:33,nfl.com,RAW,0,11.21,0.00,81.70,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 2006"
7b56da85-2adb-4a06-812d-93ae5a1a4393,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:33,nfl.com,RAW,0,11.21,26.60,81.70,Failure,'Error executing pineline: Invalid category provided: tackles'
37988a1e-a209-44b4-bf12-08adb7fdeea4,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:33,nfl.com,RAW,0,11.21,0.00,81.70,Failure,'Error executing pineline: Invalid category provided: tackles'
5f34981c-d91f-4f26-819c-3bac2614a01d,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:33,nfl.com,RAW,0,11.49,0.00,81.70,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 2007"
72d48506-6a46-4d2e-ada0-fbddcf032135,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:33,nfl.com,RAW,0,11.49,32.40,81.60,Failure,'Error executing pineline: Invalid category provided: tackles'
57f03d08-3988-4544-bb8a-8f4b15949e20,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:33,nfl.com,RAW,0,11.49,50.00,81.60,Failure,'Error executing pineline: Invalid category provided: tackles'
3d3812b3-ddc3-4fef-bd51-517ace67a8d1,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:33,nfl.com,RAW,0,11.78,0.00,81.60,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 2008"
bb3a463d-e6b7-478e-b7da-76d2f9d66a6c,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:33,nfl.com,RAW,0,11.78,30.30,81.50,Failure,'Error executing pineline: Invalid category provided: tackles'
5db8ba07-d9d1-47ff-a015-1e9a2cbca7f6,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:33,nfl.com,RAW,0,11.79,0.00,81.50,Failure,'Error executing pineline: Invalid category provided: tackles'
36df5f9e-020e-4ec1-b52f-4e211b34da45,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:34,nfl.com,RAW,0,12.11,0.00,81.50,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 2009"
27871161-4c3d-4a7e-b7d5-154a6fa73416,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:34,nfl.com,RAW,0,12.11,26.50,81.70,Failure,'Error executing pineline: Invalid category provided: tackles'
377ceece-5fbb-4368-8fb1-e05930841afe,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:34,nfl.com,RAW,0,12.11,0.00,81.70,Failure,'Error executing pineline: Invalid category provided: tackles'
252b9ab3-f252-4267-839a-de0a02652ab1,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:34,nfl.com,RAW,0,12.44,0.00,81.70,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 2010"
2ac46b0e-9c58-4f99-95a7-8aef90dc26f4,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:34,nfl.com,RAW,0,12.45,37.00,81.70,Failure,'Error executing pineline: Invalid category provided: tackles'
c55fac59-0a29-42ea-a44a-a8b0a27140aa,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:34,nfl.com,RAW,0,12.45,0.00,81.70,Failure,'Error executing pineline: Invalid category provided: tackles'
f5d4825a-3a74-428f-a5e4-c8b27464a38f,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:34,nfl.com,RAW,0,12.73,0.00,81.70,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 2011"
7d87674c-b842-42d3-b763-ef70e0bd7b23,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:34,nfl.com,RAW,0,12.73,27.10,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
e8a899b5-8cb7-4acf-b0be-77dfdc7375bf,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:34,nfl.com,RAW,0,12.73,0.00,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
9930372f-dc8a-4310-bdb2-56661616e3a4,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:34,nfl.com,RAW,0,13.03,0.00,81.80,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 2012"
631f3730-1283-4c8a-9a40-029b67366cfe,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:34,nfl.com,RAW,0,13.03,23.50,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
450b3872-1aeb-4910-bc19-c3e27af75225,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:34,nfl.com,RAW,0,13.04,20.00,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
c1b9b37e-c9d9-4c2c-8047-7b3b92e0db19,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:35,nfl.com,RAW,0,13.32,0.00,81.80,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 2013"
28c14bad-d719-4fd8-9ec0-91d0b23de91a,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:35,nfl.com,RAW,0,13.33,33.20,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
a1c46168-256b-4279-bbf1-417601ff2fc4,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:35,nfl.com,RAW,0,13.33,0.00,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
119d761e-cad2-4b99-9f41-a1498481701a,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:35,nfl.com,RAW,0,13.64,0.00,81.80,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 2014"
bfefd714-951a-4503-8585-7d916cfb5f3b,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:35,nfl.com,RAW,0,13.64,31.70,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
da010ad6-83b5-4c26-807a-7f844a0ea6fe,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:35,nfl.com,RAW,0,13.64,0.00,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
0aaafa92-6e79-42e1-926d-b1be79a8feb9,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:35,nfl.com,RAW,0,13.92,0.00,81.80,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 2015"
26e57abf-eb8b-428a-a204-a26e4f53866d,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:35,nfl.com,RAW,0,13.93,31.40,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
5c8fa758-ecf0-450c-a178-45f25e9b92e9,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:35,nfl.com,RAW,0,13.93,100.00,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
64742288-67b9-4dc3-a2da-881ae94737d0,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:36,nfl.com,RAW,0,14.21,50.00,81.80,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 2016"
3ced94b6-4397-4fa4-ab4a-da3fb0f93ab1,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:36,nfl.com,RAW,0,14.21,44.30,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
b293509c-52e9-4c73-a035-50d0bcdf2d43,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:36,nfl.com,RAW,0,14.21,0.00,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
d4a7f24b-feb9-4afd-ae41-ded79dbd036b,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:36,nfl.com,RAW,0,14.49,100.00,81.80,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 2017"
32abb5e9-2847-4d87-abaa-43431d259d8f,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:36,nfl.com,RAW,0,14.49,51.20,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
ab4ec809-fb32-4bfe-ac6a-89c3f6c72694,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:36,nfl.com,RAW,0,14.49,0.00,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
819e5b6c-68e8-4e9c-9963-d42718c15cc7,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:36,nfl.com,RAW,0,14.76,50.00,81.80,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 2018"
91bee79f-c2e3-401f-9c58-0a5296801ca5,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:36,nfl.com,RAW,0,14.76,34.10,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
36d97ed9-4199-4d4c-8b24-45e452e519df,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:36,nfl.com,RAW,0,14.76,0.00,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
1617d091-43f6-4a0e-951f-a8ccf07564d4,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:37,nfl.com,RAW,0,15.13,33.30,81.80,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 2019"
101243f1-06b1-4b97-a858-fc946f183f1e,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:37,nfl.com,RAW,0,15.13,27.70,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
22e500af-e290-4476-863f-b14858356bd4,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:37,nfl.com,RAW,0,15.13,0.00,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
2147ad44-9420-4360-801d-b08851c2eba7,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:37,nfl.com,RAW,0,15.40,0.00,81.80,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 2020"
b1e2ca04-0c17-4c52-9589-4bcce4bf6623,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:37,nfl.com,RAW,0,15.40,34.90,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
355f07e9-6f2d-4dd3-a401-bfd409f590a5,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:37,nfl.com,RAW,0,15.40,0.00,81.80,Failure,'Error executing pineline: Invalid category provided: tackles'
11338428-13b9-4de8-9a3e-b324de81fec5,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:37,nfl.com,RAW,0,15.73,0.00,81.80,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 2021"
fdc1d069-b0ce-42df-ad83-a53211e0f5c5,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:37,nfl.com,RAW,0,15.73,35.20,81.90,Failure,'Error executing pineline: Invalid category provided: tackles'
acadb522-edd0-4932-afeb-82dab93daa8c,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:37,nfl.com,RAW,0,15.73,0.00,81.90,Failure,'Error executing pineline: Invalid category provided: tackles'
990d3897-4c54-42a0-ab9c-a2a221b29934,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:37,nfl.com,RAW,0,15.99,0.00,81.90,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 2022"
fbf9f79b-7fad-4ea9-a18e-68546340bd6f,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:37,nfl.com,RAW,0,15.99,28.80,82.00,Failure,'Error executing pineline: Invalid category provided: tackles'
afc2e74c-ce5d-41b1-b9f3-a4a731b409a6,extract_and_save_team_player_stats(offense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:37,nfl.com,RAW,0,16.00,0.00,82.00,Failure,'Error executing pineline: Invalid category provided: tackles'
04f45a53-ef0f-481a-a29a-13c1c5a82951,extract_and_save_team_player_stats(defense:tackles),2024-01-21 14:52:21,2024-01-21 14:52:38,nfl.com,RAW,0,16.41,100.00,82.00,Success,"Pipeline execution completed successfully for position: defense, category: tackles, and year: 2023"
e491283d-4ea7-4418-a0d8-1610938ed0f7,extract_and_save_team_player_stats(special-teams:tackles),2024-01-21 14:52:21,2024-01-21 14:52:38,nfl.com,RAW,0,16.42,49.20,82.30,Failure,'Error executing pineline: Invalid category provided: tackles'
fe50f629-a950-44b9-b386-cfb2d535fa3a,extract_and_save_team_player_stats(offense:interceptions),2024-01-21 14:52:21,2024-01-21 14:52:38,nfl.com,RAW,0,16.42,100.00,82.30,Failure,'Error executing pineline: Invalid category provided: interceptions'
abbc596b-3f49-4493-a4a5-5034b2c9c7b5,extract_and_save_team_player_stats(defense:interceptions),2024-01-21 14:52:21,2024-01-21 14:52:39,nfl.com,RAW,26,17.41,50.00,82.30,Success,"Pipeline execution completed successfully for position: defense, category: interceptions, and year: 1970"
6a2b1273-35dd-4ff4-93d9-7c667068ac11,extract_and_save_team_player_stats(special-teams:interceptions),2024-01-21 14:52:21,2024-01-21 14:52:39,nfl.com,RAW,0,17.41,24.30,82.40,Failure,'Error executing pineline: Invalid category provided: interceptions'
a200c6e6-f540-41dc-90a7-a82da1fc7d0b,extract_and_save_team_player_stats(offense:interceptions),2024-01-21 14:52:21,2024-01-21 14:52:39,nfl.com,RAW,0,17.41,50.00,82.40,Failure,'Error executing pineline: Invalid category provided: interceptions'
3938b6a1-ef2d-4c25-ac75-d08d9edb5c27,extract_and_save_team_player_stats(defense:interceptions),2024-01-21 14:52:21,2024-01-21 14:52:40,nfl.com,RAW,26,18.64,0.00,82.40,Success,"Pipeline execution completed successfully for position: defense, category: interceptions, and year: 1971"
a5d94e52-4754-4461-8330-a506c7f94dc8,extract_and_save_team_player_stats(special-teams:interceptions),2024-01-21 14:52:21,2024-01-21 14:52:40,nfl.com,RAW,0,18.64,25.40,82.30,Failure,'Error executing pineline: Invalid category provided: interceptions'
05b19a2e-00c5-409c-9f6b-f693d5875d0e,extract_and_save_team_player_stats(offense:interceptions),2024-01-21 14:52:21,2024-01-21 14:52:40,nfl.com,RAW,0,18.65,66.70,82.30,Failure,'Error executing pineline: Invalid category provided: interceptions'
da2a67e7-f260-464c-8e64-4a43c03d552b,extract_and_save_team_player_stats(defense:interceptions),2024-01-21 14:52:21,2024-01-21 14:52:41,nfl.com,RAW,26,20.00,0.00,82.30,Success,"Pipeline execution completed successfully for position: defense, category: interceptions, and year: 1972"
decf0b3f-933e-44ad-8e65-5eb6b1b49eac,extract_and_save_team_player_stats(special-teams:interceptions),2024-01-21 14:52:21,2024-01-21 14:52:41,nfl.com,RAW,0,20.01,20.30,82.30,Failure,'Error executing pineline: Invalid category provided: interceptions'
06f31058-4c12-418a-8d84-9c1cc9e3d39e,extract_and_save_team_player_stats(offense:interceptions),2024-01-21 14:52:21,2024-01-21 14:52:41,nfl.com,RAW,0,20.01,0.00,82.30,Failure,'Error executing pineline: Invalid category provided: interceptions'
8914c780-6f8d-41f5-858b-a465e0175444,extract_and_save_team_player_stats(defense:interceptions),2024-01-21 14:52:21,2024-01-21 14:52:42,nfl.com,RAW,26,20.89,0.00,82.30,Success,"Pipeline execution completed successfully for position: defense, category: interceptions, and year: 1973"
b9f7a5b9-dc87-4c29-911f-ce1697acfe42,extract_and_save_team_player_stats(special-teams:interceptions),2024-01-21 14:52:21,2024-01-21 14:52:42,nfl.com,RAW,0,20.89,21.10,82.20,Failure,'Error executing pineline: Invalid category provided: interceptions'
15709267-255f-4346-b053-fcb22fe2387e,extract_and_save_team_player_stats(offense:interceptions),2024-01-21 14:52:21,2024-01-21 14:52:42,nfl.com,RAW,0,20.89,0.00,82.20,Failure,'Error executing pineline: Invalid category provided: interceptions'
41300f06-229e-4a99-9f4e-2bcde4cda20d,extract_and_save_team_player_stats(defense:interceptions),2024-01-21 14:52:21,2024-01-21 14:52:43,nfl.com,RAW,26,21.92,0.00,82.20,Success,"Pipeline execution completed successfully for position: defense, category: interceptions, and year: 1974"
9fc2842e-bce5-479c-99ca-eded1837ecb8,extract_and_save_team_player_stats(special-teams:interceptions),2024-01-21 14:52:21,2024-01-21 14:52:43,nfl.com,RAW,0,21.92,19.30,82.20,Failure,'Error executing pineline: Invalid category provided: interceptions'
29884f77-800e-452a-b1db-07da386b6844,extract_and_save_team_player_stats(offense:interceptions),2024-01-21 14:52:21,2024-01-21 14:52:43,nfl.com,RAW,0,21.92,100.00,82.20,Failure,'Error executing pineline: Invalid category provided: interceptions'
3ff2f779-516a-4ba4-91a2-b76e783b94c9,extract_and_save_team_player_stats(defense:interceptions),2024-01-21 14:52:21,2024-01-21 14:52:44,nfl.com,RAW,26,22.71,50.00,82.20,Success,"Pipeline execution completed successfully for position: defense, category: interceptions, and year: 1975"
e9df3dbb-e805-4b2e-880f-e72d32ebc7dd,extract_and_save_team_player_stats(special-teams:interceptions),2024-01-21 14:52:21,2024-01-21 14:52:44,nfl.com,RAW,0,22.72,23.50,82.20,Failure,'Error executing pineline: Invalid category provided: interceptions'
76bd62b9-e010-4c54-b5c8-7dd391d9e9fe,extract_and_save_team_player_stats(offense:interceptions),2024-01-21 14:52:21,2024-01-21 14:52:44,nfl.com,RAW,0,22.72,0.00,82.20,Failure,'Error executing pineline: Invalid category provided: interceptions'
9ecf207c-75d0-4556-9eac-20709312004e,extract_and_save_team_player_stats(defense:interceptions),2024-01-21 14:52:21,2024-01-21 14:52:45,nfl.com,RAW,28,23.82,0.00,82.20,Success,"Pipeline execution completed successfully for position: defense, category: interceptions, and year: 1976"
adaa075d-b9cf-4a30-bc66-a5526b70dcaa,extract_and_save_team_player_stats(special-teams:interceptions),2024-01-21 14:52:21,2024-01-21 14:52:45,nfl.com,RAW,0,23.83,19.00,82.10,Failure,'Error executing pineline: Invalid category provided: interceptions'
c8a6418f-b6c1-4f88-86b0-7b583f7a34b5,extract_and_save_team_player_stats(offense:interceptions),2024-01-21 14:52:21,2024-01-21 14:52:45,nfl.com,RAW,0,23.83,0.00,82.10,Failure,'Error executing pineline: Invalid category provided: interceptions'
edd3e91c-b79d-4d61-8490-8a4a52021bf2,extract_and_save_team_player_stats(defense:interceptions),2024-01-21 14:52:21,2024-01-21 14:52:46,nfl.com,RAW,28,24.78,0.00,82.10,Success,"Pipeline execution completed successfully for position: defense, category: interceptions, and year: 1977"
7f6c2d15-0207-40f4-babc-d3797ff1156a,extract_and_save_team_player_stats(special-teams:interceptions),2024-01-21 14:52:21,2024-01-21 14:52:46,nfl.com,RAW,0,24.78,22.70,82.10,Failure,'Error executing pineline: Invalid category provided: interceptions'
